clim,ssp,Window_U_value,Roof_Rc_value,Floor_Rc_value,Façade_Rc_value,ifn,heat,cool,Energy_Consumption,label,co2,crt,uwin,rr,rf,rwall,inf,cost
0.0,0.0,0.0,1.0,0.0,1.0,1.0,95.7577778244661,0.5862915760959768,96.60790060980528,4.0,32.66493581874404,1.54,0.0,1.0,0.0,1.0,1.0,6561.8726
0.0,0.0,0.0,1.0,0.0,1.0,2.0,82.21258636065384,0.5686941582474633,83.03719289011266,4.0,28.0563503935816,1.54,0.0,1.0,0.0,1.0,2.0,6861.8726
0.0,0.0,0.0,1.0,0.0,1.0,3.0,68.93633061952792,0.5967565132604302,69.80162756375555,3.0,23.547558852566155,1.54,0.0,1.0,0.0,1.0,3.0,7261.8726
0.0,0.0,0.0,1.0,0.0,2.0,0.0,186.31589591678207,0.8708563079616818,187.5786375633265,6.0,63.506771316062895,1.54,0.0,1.0,0.0,2.0,0.0,10129.4326
0.0,0.0,0.0,1.0,0.0,2.0,1.0,92.29837752161018,0.4890893968496586,93.00755714704218,4.0,31.47095171697095,1.54,0.0,1.0,0.0,2.0,1.0,11529.4326
0.0,0.0,0.0,1.0,0.0,2.0,2.0,78.77861372809922,0.4682250171189306,79.45754000292166,4.0,26.8704138456865,1.54,0.0,1.0,0.0,2.0,2.0,11829.4326
0.0,0.0,0.0,1.0,0.0,2.0,3.0,65.55557571681567,0.4806272502807971,66.25248522972282,3.0,22.37685053051872,1.54,0.0,1.0,0.0,2.0,3.0,12229.4326
0.0,0.0,0.0,1.0,0.0,3.0,0.0,183.24378715184065,0.8001316934396059,184.40397810732804,6.0,62.44931173152526,1.54,0.0,1.0,0.0,3.0,0.0,9248.879
0.0,0.0,0.0,1.0,0.0,3.0,1.0,89.3070285404476,0.4112943592123725,89.90340536130554,4.0,30.43965657148805,1.54,0.0,1.0,0.0,3.0,1.0,10648.879
0.0,0.0,0.0,1.0,0.0,3.0,2.0,75.818059995885,0.3879713917490142,76.38061851392106,4.0,25.84913916329097,1.54,0.0,1.0,0.0,3.0,2.0,10948.879
0.0,0.0,0.0,1.0,0.0,3.0,3.0,62.63682073916733,0.3941014114458654,63.20826778576383,3.0,21.368639609611485,1.54,0.0,1.0,0.0,3.0,3.0,11348.879
0.0,0.0,0.0,1.0,0.0,4.0,0.0,182.0380498152667,0.7732814037737593,183.15930785073863,6.0,62.03444743408128,1.54,0.0,1.0,0.0,4.0,0.0,10328.134999999998
0.0,0.0,0.0,1.0,0.0,4.0,1.0,88.1368192027219,0.382600495230155,88.69158992080563,4.0,30.036534419552567,1.54,0.0,1.0,0.0,4.0,1.0,11728.134999999998
0.0,0.0,0.0,1.0,0.0,4.0,2.0,74.65938279005277,0.3583390190838737,75.1789743677244,4.0,25.449766189110296,1.54,0.0,1.0,0.0,4.0,2.0,12028.134999999998
0.0,0.0,0.0,1.0,0.0,4.0,3.0,61.49333864132286,0.3624454735604841,62.01888457798556,3.0,20.974062659711343,1.54,0.0,1.0,0.0,4.0,3.0,12428.134999999998
0.0,0.0,0.0,1.0,1.0,0.0,0.0,220.2180031289846,15.835569706071622,243.1795792027885,7.0,77.77203032006588,1.54,0.0,1.0,1.0,0.0,0.0,6232.4099
0.0,0.0,0.0,1.0,1.0,0.0,1.0,128.08772745616724,22.86504851425273,161.2420478018337,6.0,47.73413121320512,1.54,0.0,1.0,1.0,0.0,1.0,7632.4099
0.0,0.0,0.0,1.0,1.0,0.0,2.0,114.78513678581888,24.72250427990769,150.63276799168503,5.0,43.55116479040153,1.54,0.0,1.0,1.0,0.0,2.0,7932.4099
0.0,0.0,0.0,1.0,1.0,0.0,3.0,101.67015735549636,26.85847268505695,140.61494274882895,5.0,39.482954002234194,1.54,0.0,1.0,1.0,0.0,3.0,8332.409899999999
